filename	read_id	run_id	batch_id	channel	mux	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	sequence_length_template	mean_qscore_template	strand_score_template	median_template	mad_template	scaling_median_template	scaling_mad_template
batch0.fast5	776e4913-d80b-4d20-aeb4-e82d991f69e5	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	379	1	41437.324037	8.914011	2684	TRUE	41441.374834	1464	4.863214	228	10.426893	0.000000	102.123161	13.906731	102.123161	13.906731
batch0.fast5	77b3e4f9-f347-4fca-b89d-a6823b535ab4	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	502	3	14039.542165	7.047809	2122	TRUE	14039.674967	2082	6.915007	381	10.561020	0.000000	95.520973	15.732866	95.520973	15.732866
batch0.fast5	77d1b28a-2579-4a68-838c-0f7b8307f3cf	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	165	2	14183.616866	9.905378	2983	TRUE	14185.019920	2560	8.502324	699	10.477394	0.000000	102.825523	14.187675	102.825523	14.187675
batch0.fast5	77ff16f6-e699-4e42-8f93-cf26bd12b0c3	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	108	1	41393.420983	16.693891	5028	TRUE	41394.730412	4633	15.384462	985	9.128363	0.000000	104.792130	13.625787	104.792130	13.625787
batch0.fast5	79bb9505-d87b-4886-99b6-938031ce1d93	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	382	1	14126.086985	17.659695	5319	TRUE	14127.304781	4952	16.441899	1169	11.678016	0.000000	98.330414	14.328147	98.330414	14.328147
batch0.fast5	7a92b2cc-76ce-4f76-bbe7-cd3a64c3d557	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	358	3	14048.332669	5.235392	1576	TRUE	14049.731076	1155	3.836985	242	8.060051	0.000000	114.906113	9.973514	114.906113	9.973514
batch0.fast5	7ac6aa7b-65f7-44ca-b43e-3df6490f1fb1	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	462	3	41496.958167	5.830345	1756	TRUE	41498.473108	1299	4.315405	288	10.009880	0.000000	110.411011	10.394930	110.411011	10.394930
batch0.fast5	7d4dc617-8737-4d2b-b527-3ec4c406eb94	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	172	3	14040.689907	18.251992	5497	TRUE	14042.715471	4887	16.226428	1277	12.569503	0.000000	100.858917	14.187675	100.858917	14.187675
batch0.fast5	7d5237c2-659d-4190-8e6e-2d344346ffba	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	171	3	41189.472112	18.352922	5527	TRUE	41190.934595	5087	16.890438	1309	10.366851	0.000000	96.504280	13.063898	96.504280	13.063898
batch0.fast5	7deb9b77-1ec9-4cb4-a736-b688db384600	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	77	1	41177.383798	8.262616	2488	TRUE	41179.298473	1912	6.347942	370	8.081211	0.000000	106.477798	11.518706	106.477798	11.518706
batch0.fast5	7ee1984b-6801-4079-9102-81ad5f568588	cfdce6c29459902087db9c061c151e9b0bf3f94a	0	441	2	41251.539177	13.043825	3928	TRUE	41253.937251	3206	10.645750	811	10.283612	0.000000	102.825523	15.030507	102.825523	15.030507
